crypto_market_series_start_date,crypto_market_series_end_date,total_valid_crypto_market_return_observations,rolling_window_length,cvar_confidence_level,tail_observations_per_window,first_valid_tail_risk_date,minimum_positive_tail_risk_value,median_positive_tail_risk_value,mean_positive_tail_risk_value,maximum_positive_tail_risk_value,date_of_maximum_tail_risk
2020-01-02,2023-12-31,1460,60,0.9,6,2020-03-01,0.020644803164657166,0.07003626043275453,0.07327035929137668,0.16834400297886468,2021-06-21
