date,strategy,return
2023-09-15,Naive Contrarian,-0.009092096499821678
2023-09-18,Naive Contrarian,0.00020261621417875944
2023-09-19,Naive Contrarian,0.0011609339235593688
2023-09-20,Naive Contrarian,0.0019523928641844292
2023-09-21,Naive Contrarian,-0.01199602245807246
2023-09-22,Naive Contrarian,-0.0006395352023583165
2023-09-25,Naive Contrarian,0.004486021895748065
2023-09-26,Naive Contrarian,-0.005130371148223365
2023-09-27,Naive Contrarian,-0.0027822990304264853
2023-09-28,Naive Contrarian,0.005065045802430362
2023-09-29,Naive Contrarian,-0.007652072249256644
2023-10-02,Naive Contrarian,-0.007341124976884232
2023-10-03,Naive Contrarian,-0.007000481223505586
2023-10-04,Naive Contrarian,0.005829435791075765
2023-10-05,Naive Contrarian,-0.002995592459237552
2023-10-06,Naive Contrarian,0.008331313113630192
2023-10-09,Naive Contrarian,0.006163150202343407
2023-10-10,Naive Contrarian,0.005670776101164424
2023-10-11,Naive Contrarian,0.0031728291651621247
2023-10-12,Naive Contrarian,-0.002116679358959888
2023-10-13,Naive Contrarian,0.002429951956283958
2023-10-16,Naive Contrarian,0.003224991046720166
2023-10-17,Naive Contrarian,0.004925958531520336
2023-10-18,Naive Contrarian,-0.01058947618905506
2023-10-19,Naive Contrarian,-0.011833196741307587
2023-10-20,Naive Contrarian,0.004661461793670729
2023-10-23,Naive Contrarian,-0.00520268312124026
2023-10-24,Naive Contrarian,0.010511696317421548
2023-10-25,Naive Contrarian,-0.0015598886719974656
2023-10-26,Naive Contrarian,-0.000821267570419763
2023-10-27,Naive Contrarian,-0.01846050722753821
2023-10-30,Naive Contrarian,-0.0034608185316576286
2023-10-31,Naive Contrarian,0.008267017459072924
2023-11-01,Naive Contrarian,0.0017830411871548786
2023-11-02,Naive Contrarian,0.01671384898977635
2023-11-03,Naive Contrarian,0.005666793578005274
2023-11-06,Naive Contrarian,0.0016724014128490178
2023-11-07,Naive Contrarian,0.0007318865052510364
2023-11-08,Naive Contrarian,0.002584563013102311
2023-11-09,Naive Contrarian,-0.009836574165167804
2023-11-10,Naive Contrarian,0.0011542577423870606
2023-11-13,Naive Contrarian,0.0022837486371823017
2023-11-14,Naive Contrarian,0.009693214859271018
2023-11-15,Naive Contrarian,0.00017408731057983628
2023-11-16,Naive Contrarian,0.0021479438717510757
2023-11-17,Naive Contrarian,0.00016731955039314802
2023-11-20,Naive Contrarian,0.006355944921195521
2023-11-21,Naive Contrarian,0.0031274468475587644
2023-11-22,Naive Contrarian,0.0004559520162322778
2023-11-24,Naive Contrarian,0.0034833795968925965
2023-11-27,Naive Contrarian,-0.000682223618267537
2023-11-28,Naive Contrarian,-0.004438690355010738
2023-11-29,Naive Contrarian,0.0029936130860708744
2023-11-30,Naive Contrarian,0.010160864553676902
2023-12-01,Naive Contrarian,0.005142484277265547
2023-12-04,Naive Contrarian,0.0038422360404328708
2023-12-05,Naive Contrarian,0.0007496317008264333
2023-12-06,Naive Contrarian,-0.00215639816707825
2023-12-07,Naive Contrarian,-0.0002728059513223776
2023-12-08,Naive Contrarian,-0.002343327117514479
2023-12-11,Naive Contrarian,0.008829726627276007
2023-12-12,Naive Contrarian,0.003730873069170431
2023-12-13,Naive Contrarian,0.018033072115582263
2023-12-14,Naive Contrarian,-0.00233109944963798
2023-12-15,Naive Contrarian,-0.006621077697339858
2023-12-18,Naive Contrarian,0.002293286437177712
2023-12-19,Naive Contrarian,0.003255350941419698
2023-12-20,Naive Contrarian,-0.014086521213499062
2023-12-21,Naive Contrarian,0.007359046885066827
2023-12-22,Naive Contrarian,0.006753956245935745
2023-12-26,Naive Contrarian,0.004324102992028938
2023-12-27,Naive Contrarian,0.003154891592036047
2023-12-28,Naive Contrarian,0.0023248847297979505
2023-12-29,Naive Contrarian,-0.0010755168467959809
2023-01-03,Sector-Neutral Contrarian,0.00022062139893083352
2023-01-04,Sector-Neutral Contrarian,0.008541162460374384
2023-01-05,Sector-Neutral Contrarian,6.106849236485392e-05
2023-01-06,Sector-Neutral Contrarian,0.016179451464396997
2023-01-09,Sector-Neutral Contrarian,-0.015109320824289271
2023-01-10,Sector-Neutral Contrarian,0.0017986569703334187
2023-01-11,Sector-Neutral Contrarian,0.0012763529708608942
2023-01-12,Sector-Neutral Contrarian,-0.004520455781655596
