fund_name,asset_universe,method,date,turnover
crypto_min_variance,crypto,min_variance,2022-11-01,0.053387231255839836
crypto_min_variance,crypto,min_variance,2022-12-01,0.11357963534622911
crypto_min_variance,crypto,min_variance,2023-01-01,0.07042043880805893
crypto_min_variance,crypto,min_variance,2023-02-01,0.045567123710009566
crypto_min_variance,crypto,min_variance,2023-03-01,0.08260048088761121
crypto_min_variance,crypto,min_variance,2023-04-01,0.12747237755418822
crypto_min_variance,crypto,min_variance,2023-05-01,0.05456259280126607
crypto_min_variance,crypto,min_variance,2023-06-01,0.12085194089628681
crypto_min_variance,crypto,min_variance,2023-07-01,0.2725278877757695
crypto_min_variance,crypto,min_variance,2023-08-01,0.3757133756638358
crypto_min_variance,crypto,min_variance,2023-09-01,0.11720821480183499
crypto_min_variance,crypto,min_variance,2023-10-01,0.1277608712032794
crypto_min_variance,crypto,min_variance,2023-11-01,0.06413198663106036
crypto_min_variance,crypto,min_variance,2023-12-01,0.10774461770650505
equity_equal_weight,equity,equal_weight,2021-01-04,
equity_equal_weight,equity,equal_weight,2021-02-01,0.025333838004933648
equity_equal_weight,equity,equal_weight,2021-03-01,0.048080909566088764
equity_equal_weight,equity,equal_weight,2021-04-01,0.02334629231451527
equity_equal_weight,equity,equal_weight,2021-05-03,0.021274224268830265
equity_equal_weight,equity,equal_weight,2021-06-01,0.02092425387593157
equity_equal_weight,equity,equal_weight,2021-07-01,0.02667405773322292
equity_equal_weight,equity,equal_weight,2021-08-02,0.022290182207067667
equity_equal_weight,equity,equal_weight,2021-09-01,0.018564143772417666
equity_equal_weight,equity,equal_weight,2021-10-01,0.024861097677564545
equity_equal_weight,equity,equal_weight,2021-11-01,0.030892860165321348
equity_equal_weight,equity,equal_weight,2021-12-01,0.03273590616817381
equity_equal_weight,equity,equal_weight,2022-01-03,0.02248303226210189
equity_equal_weight,equity,equal_weight,2022-02-01,0.040883125538087
equity_equal_weight,equity,equal_weight,2022-03-01,0.028415889189891498
equity_equal_weight,equity,equal_weight,2022-04-01,0.033484632764041726
equity_equal_weight,equity,equal_weight,2022-05-02,0.03601126689734692
equity_equal_weight,equity,equal_weight,2022-06-01,0.029982873992492786
equity_equal_weight,equity,equal_weight,2022-07-01,0.035731082777456694
equity_equal_weight,equity,equal_weight,2022-08-01,0.02794730272923226
equity_equal_weight,equity,equal_weight,2022-09-01,0.021912206328306094
equity_equal_weight,equity,equal_weight,2022-10-03,0.02885178076375974
equity_equal_weight,equity,equal_weight,2022-11-01,0.035976418248330554
equity_equal_weight,equity,equal_weight,2022-12-01,0.028513568246996975
equity_equal_weight,equity,equal_weight,2023-01-03,0.022242937945455458
equity_equal_weight,equity,equal_weight,2023-02-01,0.03226719250383653
equity_equal_weight,equity,equal_weight,2023-03-01,0.02025530215394363
equity_equal_weight,equity,equal_weight,2023-04-03,0.028673054808548763
equity_equal_weight,equity,equal_weight,2023-05-01,0.019335278615591082
equity_equal_weight,equity,equal_weight,2023-06-01,0.031073954582808167
equity_equal_weight,equity,equal_weight,2023-07-03,0.019012056781482843
equity_equal_weight,equity,equal_weight,2023-08-01,0.02208908893646035
equity_equal_weight,equity,equal_weight,2023-09-01,0.021630116488075425
equity_equal_weight,equity,equal_weight,2023-10-02,0.019764388141731093
equity_equal_weight,equity,equal_weight,2023-11-01,0.022386155925351224
equity_equal_weight,equity,equal_weight,2023-12-01,0.029474394557912058
equity_max_sharpe,equity,max_sharpe,2021-01-04,
equity_max_sharpe,equity,max_sharpe,2021-02-01,0.2014263896287988
