date,ticker,sector,base_weight,stock_sentiment_z,sector_neutral_weight
2023-10-02,CCI,RealEstate,1.6253113091411145e-18,-0.40912893388586163,1.7012223687985438e-18
2023-10-02,CMCSA,Comm,0.0,-0.4375277876016978,0.0
2023-10-02,COP,Energy,1.633332006875842e-19,1.5575679522698294,0.0
2023-10-02,CVX,Energy,0.0300607452236682,1.7254106548838135,0.0
2023-10-02,D,Utilities,0.0,3.355641642948376,-0.0
2023-10-02,DD,Materials,0.0,-0.18711212871701235,0.0
2023-10-02,DIS,Consumer,2.4759433289350474e-19,0.9269921419305531,4.7867610206323024e-20
2023-10-02,DOW,Materials,0.0,-0.11091671410330889,0.0
2023-10-02,DUK,Utilities,1.509558851133808e-18,0.9038305397577181,1.169201471905111e-19
2023-10-02,EA,Comm,0.0833758228537111,-0.3908583160610435,0.15939197426731969
2023-10-02,GE,Industrials,0.0033705142306755,0.048031932030974854,0.0033705142306754998
2023-10-02,GILD,Healthcare,3.672296300424471e-18,0.7057271572531113,8.690629996219796e-19
2023-10-02,GS,Financials,3.147402130095971e-18,-1.1858850037706368,4.145407112960552e-18
2023-10-02,INTC,Tech,4.762696686385822e-19,-0.325460621442534,4.715492291667312e-19
2023-10-02,KO,Consumer,0.2,0.2878980915083904,0.3771408573788927
2023-10-02,MMM,Industrials,0.0,-0.38417335729271207,0.0
2023-10-02,MRK,Healthcare,0.1314773404803929,-0.4803958624539721,0.156528035126688
2023-10-02,MS,Financials,5.118774781641763e-18,-0.5407413308260901,4.752076218864909e-18
2023-10-02,NEE,Utilities,4.580064140086765e-18,-0.6632924797231974,6.13539191724425e-18
2023-10-02,NEM,Materials,0.0,-0.026124594943336542,0.0
2023-10-02,NKE,Consumer,8.006192096506368e-19,0.8277956882479306,3.6509128502544453e-19
2023-10-02,NUE,Materials,9.57294972864262e-20,-0.3449542980742401,8.907485189996568e-20
2023-10-02,NVDA,Tech,0.0,1.8152655144443943,-0.0
2023-10-02,O,RealEstate,0.0888101332229273,-0.3462515155500305,0.0888101332229273
2023-10-02,OXY,Energy,0.0150111929029191,-0.4007406518137829,0.04507193812658729
