decision_date,effective_date,fund,profile,fund_type,rolling_tail_risk,risk_score,raw_crypto_budget,raw_equity_budget,previous_applied_crypto_budget,applied_crypto_budget,applied_equity_budget,previous_target_crypto_budget,target_crypto_budget,target_equity_budget,pretrade_crypto_weight,pretrade_equity_weight,market_drift_from_previous_target,post_rebalance_crypto_weight,post_rebalance_equity_weight,crypto_rebalance_change,target_budget_change,no_adjustment_triggered,monthly_limit_triggered,turnover
2022-09-30,2022-10-03,balanced_adaptive,balanced,adaptive,0.0758514931612161,49.09862142099682,0.1263520678685047,0.8736479321314952,0.1627272727272727,0.1263520678685047,0.8736479321314953,0.1627272727272727,0.1263520678685047,0.8736479321314953,0.1825087606428941,0.8174912393571059,0.0197814879156214,0.1263520678685045,0.8736479321314948,-0.05615669277438959,-0.036375204858768,False,False,0.3916878417997655
2022-10-31,2022-11-01,balanced_adaptive,balanced,adaptive,0.058649471885812,12.73100616016427,0.1809034907597536,0.8190965092402465,0.1263520678685047,0.1763520678685047,0.8236479321314953,0.1263520678685047,0.1763520678685047,0.8236479321314953,0.1176216645142482,0.8823783354857518,-0.008730403354256497,0.1763520678685042,0.8236479321314957,0.058730403354255986,0.05,False,True,0.1545221409628117
2022-11-30,2022-12-01,balanced_adaptive,balanced,adaptive,0.0700362604327545,32.47011952191235,0.1512948207171315,0.8487051792828685,0.1763520678685047,0.1512948207171315,0.8487051792828685,0.1763520678685047,0.1512948207171315,0.8487051792828685,0.1610629357019027,0.8389370642980973,-0.01528913216660202,0.1512948207171326,0.8487051792828685,-0.009768114984770093,-0.0250572471513732,False,False,0.2829431600941003
2022-12-30,2023-01-03,balanced_adaptive,balanced,adaptive,0.0761424976847595,52.804642166344294,0.1207930367504835,0.8792069632495164,0.1512948207171315,0.1207930367504835,0.8792069632495165,0.1512948207171315,0.1207930367504835,0.8792069632495165,0.13826557243680976,0.8617344275631902,-0.013029248280321731,0.1207930367504835,0.8792069632495163,-0.017472535686326257,-0.0305017839666479,False,False,0.219427172296274
2023-01-31,2023-02-01,balanced_adaptive,balanced,adaptive,0.0449970734859114,8.25515947467167,0.1876172607879925,0.8123827392120075,0.1207930367504835,0.1707930367504835,0.8292069632495165,0.1207930367504835,0.1707930367504835,0.8292069632495165,0.13842802467434892,0.8615719753256511,0.01763498792386542,0.1707930367504835,0.8292069632495165,0.03236501207613457,0.05,False,True,0.1649690490648114
2023-02-28,2023-03-01,balanced_adaptive,balanced,adaptive,0.044675002809092,9.049360146252283,0.1864259597806216,0.8135740402193784,0.1707930367504835,0.1864259597806216,0.8135740402193784,0.1707930367504835,0.1864259597806216,0.8135740402193784,0.1796901052939617,0.8203098947060383,0.008897068543478215,0.1864259597806208,0.8135740402193823,0.0067358544866590875,0.015632923030138,False,False,0.214556086155103
2023-03-31,2023-04-03,balanced_adaptive,balanced,adaptive,0.0497258828840727,12.088888888888889,0.1818666666666666,0.8181333333333334,0.1864259597806216,0.1864259597806216,0.8135740402193784,0.1864259597806216,0.1864259597806216,0.8135740402193784,0.19341772160157977,0.8065822783984202,0.0069917618209581756,0.1864259597806222,0.8135740402193783,-0.006991761820957565,0.0,True,False,0.1428251358800711
2023-04-28,2023-05-01,balanced_adaptive,balanced,adaptive,0.05047375546635,14.570685169124022,0.1781439722463139,0.821856027753686,0.1864259597806216,0.1864259597806216,0.8135740402193784,0.1864259597806216,0.1864259597806216,0.8135740402193784,0.17364038473137797,0.826359615268622,-0.01278557504924363,0.186425959780621,0.8135740402194127,0.01278557504924302,0.0,True,False,0.2064367856967786
2023-05-31,2023-06-01,balanced_adaptive,balanced,adaptive,0.0375670090484977,2.6138279932546373,0.196079258010118,0.803920741989882,0.1864259597806216,0.1864259597806216,0.8135740402193784,0.1864259597806216,0.1864259597806216,0.8135740402193784,0.19934753971856456,0.8006524602814354,0.012921579937942962,0.1864259597806223,0.8135740402193793,-0.012921579937942268,0.0,True,False,0.3756675188708822
2023-06-30,2023-07-03,balanced_adaptive,balanced,adaptive,0.0485413030948913,14.473684210526317,0.1782894736842105,0.8217105263157894,0.1864259597806216,0.1864259597806216,0.8135740402193784,0.1864259597806216,0.1864259597806216,0.8135740402193784,0.19469335455112255,0.8053066454488774,0.008267394770500952,0.186425959780621,0.8135740402193777,-0.008267394770501563,0.0,True,False,0.2227490423776707
2023-07-31,2023-08-01,balanced_adaptive,balanced,adaptive,0.0536787739702087,23.416198877305533,0.1648757016840417,0.8351242983159584,0.1864259597806216,0.1648757016840417,0.8351242983159584,0.1864259597806216,0.1648757016840417,0.8351242983159584,0.21034510335630047,0.7896548966436996,0.02391914357567887,0.1648757016840419,0.8351242983159585,-0.045469401672258575,-0.0215502580965799,False,False,0.1407593316260609
2023-08-31,2023-09-01,balanced_adaptive,balanced,adaptive,0.0505246989841056,19.483568075117372,0.1707746478873239,0.829225352112676,0.1648757016840417,0.1648757016840417,0.8351242983159584,0.1648757016840417,0.1648757016840417,0.8351242983159584,0.13759273133601643,0.8624072686639835,-0.027282970348025265,0.1648757016840413,0.8351242983159526,0.027282970348024876,0.0,True,False,0.4110578506208938
2023-09-29,2023-10-02,balanced_adaptive,balanced,adaptive,0.0440244649195958,9.793420045906656,0.18530986993114,0.81469013006886,0.1648757016840417,0.18530986993114,0.81469013006886,0.1648757016840417,0.18530986993114,0.81469013006886,0.18283214534621933,0.8171678546537806,0.017956443662177635,0.1853098699311396,0.8146901300688622,0.0024777245849202656,0.0204341682470982,False,False,0.3421205067055701
2023-10-31,2023-11-01,balanced_adaptive,balanced,adaptive,0.0236328519184651,0.0746825989544436,0.1998879761015683,0.8001120238984316,0.18530986993114,0.1998879761015683,0.8001120238984317,0.18530986993114,0.1998879761015683,0.8001120238984317,0.19524052420108257,0.8047594757989174,0.00993065426994258,0.199887976101568,0.8001120238984316,0.004647451900485433,0.0145781061704283,False,False,0.3033386691717588
2023-11-30,2023-12-01,balanced_adaptive,balanced,adaptive,0.0326788061359547,3.6523009495982466,0.1945215485756026,0.8054784514243973,0.1998879761015683,0.1998879761015683,0.8001120238984317,0.1998879761015683,0.1998879761015683,0.8001120238984317,0.20083205372883584,0.7991679462711642,0.0009440776272675311,0.1998879761015682,0.800112023898431,-0.0009440776272676421,0.0,True,False,0.2082964853446983
2020-12-31,2021-01-04,balanced_fixed,balanced,fixed,,,,,,,,,0.2,0.8,0.2,0.8,,0.2000000000000001,0.7999999999999999,8.326672684688674e-17,,,,
2021-01-29,2021-02-01,balanced_fixed,balanced,fixed,,,,,,,,0.2,0.2,0.8,0.19244809869745166,0.8075519013025483,-0.007551901302548347,0.2000000000000016,0.7999999999999998,0.007551901302549929,0.0,,,0.1835717123978331
2021-02-26,2021-03-01,balanced_fixed,balanced,fixed,,,,,,,,0.2,0.2,0.8,0.2630637648423813,0.7369362351576187,0.0630637648423813,0.2000000000000002,0.799999999999973,-0.0630637648423811,0.0,,,0.1246098413754171
2021-03-31,2021-04-01,balanced_fixed,balanced,fixed,,,,,,,,0.2,0.2,0.8,0.23718884229382384,0.7628111577061761,0.037188842293823826,0.2000000000000005,0.7999999999999999,-0.037188842293823327,0.0,,,0.4828318549909891
2021-04-30,2021-05-03,balanced_fixed,balanced,fixed,,,,,,,,0.2,0.2,0.8,0.2582363326444809,0.741763667355519,0.058236332644480915,0.2,0.7999999999999935,-0.058236332644480915,0.0,,,0.2159318971337825
2021-05-28,2021-06-01,balanced_fixed,balanced,fixed,,,,,,,,0.2,0.2,0.8,0.2123173979232631,0.7876826020767369,0.012317397923263085,0.1999999999999997,0.8000000000000019,-0.01231739792326339,0.0,,,0.262622984957589
2021-06-30,2021-07-01,balanced_fixed,balanced,fixed,,,,,,,,0.2,0.2,0.8,0.15797767914680938,0.8420223208531906,-0.04202232085319063,0.2,0.8,0.04202232085319063,0.0,,,0.3003324741664097
2021-07-30,2021-08-02,balanced_fixed,balanced,fixed,,,,,,,,0.2,0.2,0.8,0.19476446721127777,0.8052355327887222,-0.005235532788722241,0.2,0.7999999999999979,0.005235532788722241,0.0,,,0.0729130707238069
2021-08-31,2021-09-01,balanced_fixed,balanced,fixed,,,,,,,,0.2,0.2,0.8,0.25410849720408457,0.7458915027959154,0.05410849720408456,0.2000000000000001,0.7999999999999999,-0.05410849720408448,0.0,,,0.0541084972040843
2021-09-30,2021-10-01,balanced_fixed,balanced,fixed,,,,,,,,0.2,0.2,0.8,0.18046431086237807,0.819535689137622,-0.019535689137621937,0.1999999999999999,0.8000000000000002,0.019535689137621826,0.0,,,0.2812712252408189
2021-10-29,2021-11-01,balanced_fixed,balanced,fixed,,,,,,,,0.2,0.2,0.8,0.22774980059170571,0.7722501994082943,0.027749800591705703,0.1999999999999999,0.7999999999999979,-0.027749800591705814,0.0,,,0.2719858204345944
2021-11-30,2021-12-01,balanced_fixed,balanced,fixed,,,,,,,,0.2,0.2,0.8,0.18036488360287883,0.8196351163971212,-0.019635116397121177,0.1999999999999998,0.7999999999999758,0.019635116397120955,0.0,,,0.3238424458194667
2021-12-31,2022-01-03,balanced_fixed,balanced,fixed,,,,,,,,0.2,0.2,0.8,0.1604197481298909,0.8395802518701091,-0.03958025187010911,0.2,0.8000000000001714,0.03958025187010911,0.0,,,0.1404206311231254
2022-01-31,2022-02-01,balanced_fixed,balanced,fixed,,,,,,,,0.2,0.2,0.8,0.16290283315705303,0.837097166842947,-0.03709716684294698,0.2000000000000003,0.8000000000000016,0.037097166842947255,0.0,,,0.3070802779755595
2022-02-28,2022-03-01,balanced_fixed,balanced,fixed,,,,,,,,0.2,0.2,0.8,0.2394804931968962,0.7605195068031038,0.0394804931968962,0.1999999999999998,0.7999999999999996,-0.03948049319689642,0.0,,,0.4620164534072593
2022-03-31,2022-04-01,balanced_fixed,balanced,fixed,,,,,,,,0.2,0.2,0.8,0.2133517641852117,0.7866482358147883,0.013351764185211695,0.1999999999999993,0.8,-0.013351764185212417,0.0,,,0.3788249057445024
2022-04-29,2022-05-02,balanced_fixed,balanced,fixed,,,,,,,,0.2,0.2,0.8,0.17637377408755603,0.8236262259124439,-0.023626225912443982,0.2000000000000002,0.7999999999999997,0.023626225912444176,0.0,,,0.3426282779853521
2022-05-31,2022-06-01,balanced_fixed,balanced,fixed,,,,,,,,0.2,0.2,0.8,0.14451420541093385,0.8554857945890662,-0.05548579458906616,0.2000000000000008,0.7999999999999985,0.05548579458906694,0.0,,,0.2991434010214816
2022-06-30,2022-07-01,balanced_fixed,balanced,fixed,,,,,,,,0.2,0.2,0.8,0.1602439751724978,0.8397560248275022,-0.03975602482750221,0.2,0.7999999999999996,0.03975602482750221,0.0,,,0.4188366480149008
2022-07-29,2022-08-01,balanced_fixed,balanced,fixed,,,,,,,,0.2,0.2,0.8,0.2181664358603748,0.7818335641396252,0.01816643586037478,0.2000000000000008,0.8000000000000002,-0.018166435860374003,0.0,,,0.0562354679465099
2022-08-31,2022-09-01,balanced_fixed,balanced,fixed,,,,,,,,0.2,0.2,0.8,0.18348078241837715,0.8165192175816228,-0.016519217581622864,0.1999999999999969,0.8000000000000037,0.016519217581619755,0.0,,,0.152184767552368
2022-09-30,2022-10-03,balanced_fixed,balanced,fixed,,,,,,,,0.2,0.2,0.8,0.22310509564225597,0.776894904357744,0.023105095642255963,0.1999999999999998,0.7999999999999996,-0.023105095642256185,0.0,,,0.3480339633806194
2022-10-31,2022-11-01,balanced_fixed,balanced,fixed,,,,,,,,0.2,0.2,0.8,0.1872716376558048,0.8127283623441952,-0.012728362344195221,0.1999999999999995,0.8000000000000005,0.012728362344194721,0.0,,,0.1183072280714142
2022-11-30,2022-12-01,balanced_fixed,balanced,fixed,,,,,,,,0.2,0.2,0.8,0.18311647880560647,0.8168835211943936,-0.01688352119439354,0.2000000000000015,0.8,0.01688352119439504,0.0,,,0.2786691888417575
2022-12-30,2023-01-03,balanced_fixed,balanced,fixed,,,,,,,,0.2,0.2,0.8,0.18368413560098504,0.8163158643990149,-0.016315864399014973,0.2000000000000001,0.7999999999999998,0.016315864399015056,0.0,,,0.2230494090325759
2023-01-31,2023-02-01,balanced_fixed,balanced,fixed,,,,,,,,0.2,0.2,0.8,0.22622330019137568,0.7737766998086243,0.02622330019137567,0.1999999999999999,0.7999999999999999,-0.02622330019137578,0.0,,,0.1571911315028401
2023-02-28,2023-03-01,balanced_fixed,balanced,fixed,,,,,,,,0.2,0.2,0.8,0.21003315874451983,0.7899668412554801,0.010033158744519821,0.1999999999999991,0.8000000000000037,-0.010033158744520737,0.0,,,0.2065353821231758
2023-03-31,2023-04-03,balanced_fixed,balanced,fixed,,,,,,,,0.2,0.2,0.8,0.20737108583305514,0.7926289141669449,0.007371085833055124,0.2000000000000007,0.7999999999999999,-0.0073710858330544304,0.0,,,0.1417496884309157
2023-04-28,2023-05-01,balanced_fixed,balanced,fixed,,,,,,,,0.2,0.2,0.8,0.18649688364318212,0.8135031163568178,-0.01350311635681789,0.1999999999999994,0.8000000000000339,0.01350311635681728,0.0,,,0.2050043145783192
2023-05-31,2023-06-01,balanced_fixed,balanced,fixed,,,,,,,,0.2,0.2,0.8,0.21361539320027234,0.7863846067997277,0.01361539320027233,0.2000000000000008,0.8000000000000009,-0.013615393200271553,0.0,,,0.3714672757233246
2023-06-30,2023-07-03,balanced_fixed,balanced,fixed,,,,,,,,0.2,0.2,0.8,0.20871493137503555,0.7912850686249644,0.00871493137503554,0.1999999999999994,0.7999999999999993,-0.00871493137503615,0.0,,,0.220676123135118
2023-07-31,2023-08-01,balanced_fixed,balanced,fixed,,,,,,,,0.2,0.2,0.8,0.22517870834788606,0.774821291652114,0.025178708347886047,0.2000000000000003,0.8000000000000003,-0.02517870834788577,0.0,,,0.1340564850752014
2023-08-31,2023-09-01,balanced_fixed,balanced,fixed,,,,,,,,0.2,0.2,0.8,0.16807455272266875,0.8319254472773312,-0.031925447277331265,0.1999999999999996,0.7999999999999945,0.03192544727733085,0.0,,,0.4141533319681293
2023-09-29,2023-10-02,balanced_fixed,balanced,fixed,,,,,,,,0.2,0.2,0.8,0.22077053849076247,0.7792294615092376,0.020770538490762464,0.1999999999999996,0.8000000000000022,-0.02077053849076288,0.0,,,0.3355954632740996
2023-10-31,2023-11-01,balanced_fixed,balanced,fixed,,,,,,,,0.2,0.2,0.8,0.21051446990657643,0.7894855300934236,0.010514469906576424,0.1999999999999998,0.8,-0.010514469906576646,0.0,,,0.3003389228954134
2023-11-30,2023-12-01,balanced_fixed,balanced,fixed,,,,,,,,0.2,0.2,0.8,0.20094447384070901,0.799055526159291,0.0009444738407090036,0.2,0.7999999999999994,-0.0009444738407090036,0.0,,,0.2082912258001612
2020-12-31,2021-01-04,conservative_adaptive,conservative,adaptive,0.0950169251794809,80.32786885245902,0.0196721311475409,0.980327868852459,0.0726277372262773,0.0226277372262772,0.9773722627737228,,0.0226277372262772,0.9773722627737228,0.022627737226277,0.977372262773723,,0.0226277372262772,0.9773722627737228,2.0122792321330962e-16,-0.05,False,True,
2021-01-29,2021-02-01,conservative_adaptive,conservative,adaptive,0.1082779977240067,80.83832335329342,0.0191616766467065,0.9808383233532936,0.0226277372262772,0.0226277372262772,0.9773722627737228,0.0226277372262772,0.0226277372262772,0.9773722627737228,0.0215925551563049,0.9784074448436951,-0.0010351820699723013,0.0226277372262773,0.9773722627737224,0.001035182069972402,0.0,True,False,0.1380476376814112
2021-02-26,2021-03-01,conservative_adaptive,conservative,adaptive,0.1011100516469831,76.24309392265194,0.023756906077348,0.976243093922652,0.0226277372262772,0.0226277372262772,0.9773722627737228,0.0226277372262772,0.0226277372262772,0.9773722627737228,0.03199982932478983,0.9680001706752102,0.009372092098512627,0.0226277372262772,0.9773722627736896,-0.009372092098512627,0.0,True,False,0.0753117580456731
2021-03-31,2021-04-01,conservative_adaptive,conservative,adaptive,0.0721050474222789,43.54430379746835,0.0564556962025316,0.9435443037974685,0.0226277372262772,0.0564556962025316,0.9435443037974685,0.0226277372262772,0.0564556962025316,0.9435443037974685,0.027989133068445044,0.9720108669315549,0.005361395842167844,0.0564556962025317,0.9435443037974682,0.028466563134086655,0.0338279589762543,False,False,0.5441985133671627
2021-04-30,2021-05-03,conservative_adaptive,conservative,adaptive,0.0665231499094032,34.8235294117647,0.0651764705882353,0.9348235294117648,0.0564556962025316,0.0564556962025316,0.9435443037974685,0.0564556962025316,0.0564556962025316,0.9435443037974685,0.0769130217881191,0.9230869782118809,0.020457325585587494,0.0564556962025316,0.9435443037974606,-0.020457325585587494,0.0,True,False,0.2269227982973632
2021-05-28,2021-06-01,conservative_adaptive,conservative,adaptive,0.1494506335886626,93.3774834437086,0.0066225165562913,0.9933774834437086,0.0564556962025316,0.0066225165562913,0.9933774834437088,0.0564556962025316,0.0066225165562913,0.9933774834437088,0.06060232321340685,0.9393976767865931,0.004146627010875245,0.0066225165562912,0.993377483443711,-0.053979806657115645,-0.0498331796462403,False,False,0.2437837158063517
2021-06-30,2021-07-01,conservative_adaptive,conservative,adaptive,0.1683440029788646,100.0,0.0,1.0,0.0066225165562913,0.0066225165562913,0.9933774834437088,0.0066225165562913,0.0066225165562913,0.9933774834437088,0.00497821269156575,0.9950217873084343,-0.0016443038647255496,0.0066225165562912,0.9933774834437088,0.0016443038647254498,0.0,True,False,0.3221525704272466
2021-07-30,2021-08-02,conservative_adaptive,conservative,adaptive,0.0918319470264436,60.07751937984496,0.039922480620155,0.960077519379845,0.0066225165562913,0.039922480620155,0.960077519379845,0.0066225165562913,0.039922480620155,0.960077519379845,0.006408602741529216,0.9935913972584708,-0.0002139138147620838,0.039922480620155,0.9600775193798424,0.03351387787862578,0.0332999640638637,False,False,0.0967360990232552
2021-08-31,2021-09-01,conservative_adaptive,conservative,adaptive,0.0566624258194645,16.240875912408757,0.0837591240875912,0.9162408759124088,0.039922480620155,0.0837591240875912,0.9162408759124088,0.039922480620155,0.0837591240875912,0.9162408759124088,0.0536262493706523,0.9463737506293477,0.013703768750497301,0.0837591240875912,0.9162408759124088,0.0301328747169389,0.0438366434674362,False,False,0.032145769367769
2021-09-30,2021-10-01,conservative_adaptive,conservative,adaptive,0.0897193866592784,63.14878892733565,0.0368512110726643,0.9631487889273356,0.0837591240875912,0.0368512110726643,0.9631487889273356,0.0837591240875912,0.0368512110726643,0.9631487889273356,0.07452001645490103,0.925479983545099,-0.009239107632690174,0.0368512110726642,0.9631487889273358,-0.037668805382236825,-0.0469079130149269,False,False,0.3379441858852355
2021-10-29,2021-11-01,conservative_adaptive,conservative,adaptive,0.088803821425399,60.79077429983526,0.0392092257001647,0.9607907742998352,0.0368512110726643,0.0368512110726643,0.9631487889273356,0.0368512110726643,0.0368512110726643,0.9631487889273356,0.04318627502310237,0.9568137249768977,0.00633506395043807,0.0368512110726642,0.9631487889273328,-0.0063350639504381676,0.0,True,False,0.3088120012115882
2021-11-30,2021-12-01,conservative_adaptive,conservative,adaptive,0.0669718047226076,29.42097026604069,0.0705790297339593,0.9294209702660406,0.0368512110726643,0.0705790297339593,0.9294209702660408,0.0368512110726643,0.0705790297339593,0.9294209702660408,0.03258100036790828,0.9674189996320918,-0.004270210704756021,0.0705790297339592,0.9294209702660128,0.03799802936605092,0.033727818661295,False,False,0.3556929640096695
2021-12-31,2022-01-03,conservative_adaptive,conservative,adaptive,0.0780920808393098,51.7910447761194,0.0482089552238806,0.9517910447761194,0.0705790297339593,0.0482089552238806,0.9517910447761194,0.0705790297339593,0.0482089552238806,0.9517910447761194,0.05485512475666283,0.9451448752433371,-0.01572390497729647,0.0482089552238805,0.9517910447763234,-0.006646169532782326,-0.0223700745100786,False,False,0.1253638116859193
