date,fund,profile,fund_type,gross_return,turnover,transaction_cost_rate,transaction_cost,net_return,gross_growth_of_1,net_growth_of_1,cumulative_transaction_cost
2022-04-25,balanced_fixed,balanced,fixed,0.0032711632766209142,0,0.001,0,0.0032711632766209142,1.2480641837021165,1.2432742415653952,0.0038623640926952383
2022-04-26,balanced_fixed,balanced,fixed,-0.017540007180964046,0,0.001,0,-0.017540007180964046,1.2261731289576774,1.2214672024404305,0.0038623640926952383
2022-04-27,balanced_fixed,balanced,fixed,0.0032664658282743897,0,0.001,0,0.0032664658282743897,1.2301783815829659,1.22545708331756,0.0038623640926952383
2022-04-28,balanced_fixed,balanced,fixed,0.010340426568591798,0,0.001,0,0.010340426568591798,1.2428989508039936,1.2381288323005659,0.0038623640926952383
2022-04-29,balanced_fixed,balanced,fixed,-0.033185436355737563,0,0.001,0,-0.033185436355737563,1.2016528067754746,1.1970409867360519,0.0038623640926952383
2022-05-02,balanced_fixed,balanced,fixed,0.0016739290250171734,0.34262827798535211,0.001,0.00034262827798535212,0.0013313007470318213,1.2036642882867294,1.1986346082959214,0.0042049923706805907
2022-05-03,balanced_fixed,balanced,fixed,-0.00036127928750939731,0,0.001,0,-0.00036127928750939731,1.2032294293102568,1.1982015664386521,0.0042049923706805907
2022-05-04,balanced_fixed,balanced,fixed,0.044513644067306402,0,0.001,0,0.044513644067306402,1.2567895558578817,1.2515378844879912,0.0042049923706805907
2022-05-05,balanced_fixed,balanced,fixed,-0.035563846019171619,0,0.001,0,-0.035563846019171619,1.212093285614849,1.2070283838769005,0.0042049923706805907
2022-05-06,balanced_fixed,balanced,fixed,-0.0031404444171712065,0,0.001,0,-0.0031404444171712065,1.208286774022949,1.2032377783273871,0.0042049923706805907
2022-05-09,balanced_fixed,balanced,fixed,-0.042500855336684795,0,0.001,0,-0.042500855336684795,1.1569335526349702,1.1520991435750607,0.0042049923706805907
2022-05-10,balanced_fixed,balanced,fixed,-0.001363463086581751,0,0.001,0,-0.001363463086581751,1.1553561164423245,1.1505282989207137,0.0042049923706805907
2022-05-11,balanced_fixed,balanced,fixed,-0.015938931783673449,0,0.001,0,-0.015938931783673449,1.1369409741165004,1.1321901068490305,0.0042049923706805907
2022-05-12,balanced_fixed,balanced,fixed,-0.0015094773700468078,0,0.001,0,-0.0015094773700468078,1.1352247874449926,1.130481091504151,0.0042049923706805907
2022-05-13,balanced_fixed,balanced,fixed,0.021135656664402092,0,0.001,0,0.021135656664402092,1.1592185087893487,1.1543745517197812,0.0042049923706805907
2022-05-16,balanced_fixed,balanced,fixed,-0.0062165515614743816,0,0.001,0,-0.0062165515614743816,1.1520121671584442,1.1471983227977613,0.0042049923706805907
2022-05-17,balanced_fixed,balanced,fixed,0.019997551698257565,0,0.001,0,0.019997551698257565,1.175049590028217,1.1701394805660639,0.0042049923706805907
2022-05-18,balanced_fixed,balanced,fixed,-0.022509724346854831,0,0.001,0,-0.022509724346854831,1.148599547662797,1.14379996341115,0.0042049923706805907
2022-05-19,balanced_fixed,balanced,fixed,0.0057375732482196629,0,0.001,0,0.0057375732482196629,1.1551897217003844,1.1503625994825324,0.0042049923706805907
2022-05-20,balanced_fixed,balanced,fixed,-0.0037670052728063785,0,0.001,0,-0.0037670052728063785,1.1508381159276473,1.1460291775046425,0.0042049923706805907
2022-05-23,balanced_fixed,balanced,fixed,0.0064124837368315646,0,0.001,0,0.0064124837368315646,1.1582178466297592,1.1533780709673256,0.0042049923706805907
2022-05-24,balanced_fixed,balanced,fixed,0.010094561072818475,0,0.001,0,0.010094561072818475,1.1699095474181918,1.1650209163447549,0.0042049923706805907
2022-05-25,balanced_fixed,balanced,fixed,0.005686545120870079,0,0.001,0,0.005686545120870079,1.176562290846922,1.1716458603523068,0.0042049923706805907
2022-05-26,balanced_fixed,balanced,fixed,-0.003351998939691847,0,0.001,0,-0.003351998939691847,1.1726184552955217,1.1677185046707115,0.0042049923706805907
2022-05-27,balanced_fixed,balanced,fixed,0.0045246371741174407,0,0.001,0,0.0045246371741174407,1.177924128349408,1.1730020072258494,0.0042049923706805907
2022-05-31,balanced_fixed,balanced,fixed,-0.003346689790895363,0,0.001,0,-0.003346689790895363,1.1739819816946118,1.1690763333835668,0.0042049923706805907
2022-06-01,balanced_fixed,balanced,fixed,-0.015413890371342442,0.29914340102148163,0.001,0.00029914340102148163,-0.015713033772363924,1.1558863521308396,1.1507065974746393,0.0045041357717020723
2022-06-02,balanced_fixed,balanced,fixed,0.0087994580999932737,0,0.001,0,0.0087994580999932737,1.1660575256547689,1.1608321919645033,0.0045041357717020723
2022-06-03,balanced_fixed,balanced,fixed,-0.010387193506152803,0,0.001,0,-0.010387193506152803,1.1539454604964872,1.1487744033583964,0.0045041357717020723
2022-06-06,balanced_fixed,balanced,fixed,0.007417460477826765,0,0.001,0,0.007417460477826765,1.1625048053432874,1.1572953920932463,0.0045041357717020723
2022-06-07,balanced_fixed,balanced,fixed,0.0062991613104226296,0,0.001,0,0.0062991613104226296,1.1698276106362862,1.1645853824518504,0.0045041357717020723
2022-06-08,balanced_fixed,balanced,fixed,-0.013006917848037647,0,0.001,0,-0.013006917848037647,1.1546117590083738,1.1494377160552736,0.0045041357717020723
2022-06-09,balanced_fixed,balanced,fixed,-0.018820796486355373,0,0.001,0,-0.018820796486355373,1.1328810460713243,1.127804382727656,0.0045041357717020723
2022-06-10,balanced_fixed,balanced,fixed,-0.023855911408025232,0,0.001,0,-0.023855911408025232,1.1058551362004159,1.1008995812877225,0.0045041357717020723
2022-06-13,balanced_fixed,balanced,fixed,-0.057469570538840831,0,0.001,0,-0.057469570538840831,1.0423021164448065,1.0376313551447274,0.0045041357717020723
2022-06-14,balanced_fixed,balanced,fixed,-0.017954688861713031,0,0.001,0,-0.017954688861713031,1.0235879062441351,1.0190010070099462,0.0045041357717020723
2022-06-15,balanced_fixed,balanced,fixed,0.015520723023376037,0,0.001,0,0.015520723023376037,1.0394747306270278,1.0348166394002889,0.0045041357717020723
2022-06-16,balanced_fixed,balanced,fixed,-0.031637037031691628,0,0.001,0,-0.031637037031691628,1.0065888300806729,1.0020781070585714,0.0045041357717020723
2022-06-17,balanced_fixed,balanced,fixed,0.0064628389521441676,0,0.001,0,0.0064628389521441676,1.0130942515805115,1.0085543764819604,0.0045041357717020723
2022-06-21,balanced_fixed,balanced,fixed,0.016595718694714767,0,0.001,0,0.016595718694714767,1.0299072787909742,1.0252920612023786,0.0045041357717020723
2022-06-22,balanced_fixed,balanced,fixed,-0.0044059247972757509,0,0.001,0,-0.0044059247972757509,1.0253695847724542,1.0207747014854771,0.0045041357717020723
2022-06-23,balanced_fixed,balanced,fixed,0.019410867797021059,0,0.001,0,0.019410867797021059,1.0452728982255588,1.0405888242665553,0.0045041357717020723
2022-06-24,balanced_fixed,balanced,fixed,0.019455630615529795,0,0.001,0,0.019455630615529795,1.0656093416258596,1.0608341360541338,0.0045041357717020723
2022-06-27,balanced_fixed,balanced,fixed,-0.0042349630653100157,0,0.001,0,-0.0042349630653100157,1.0610965254220248,1.0563415426695244,0.0045041357717020723
2022-06-28,balanced_fixed,balanced,fixed,-0.016468903076345964,0,0.001,0,-0.016468903076345964,1.043621429590202,1.0389447561877823,0.0045041357717020723
2022-06-29,balanced_fixed,balanced,fixed,-0.00092203543647961794,0,0.001,0,-0.00092203543647961794,1.0426591736498503,1.0379868123060325,0.0045041357717020723
2022-06-30,balanced_fixed,balanced,fixed,-0.0091844056900529658,0,0.001,0,-0.0091844056900529658,1.0330829688025946,1.0284535203208891,0.0045041357717020723
2022-07-01,balanced_fixed,balanced,fixed,0.008590266045548578,0.41883664801490078,0.001,0.00041883664801490081,0.008171429397533677,1.0419574263517342,1.0368574556508363,0.0049229724197169724
2022-07-05,balanced_fixed,balanced,fixed,-0.0017863341225780038,0,0.001,0,-0.0017863341225780038,1.0400961422467685,1.0350052817975579,0.0049229724197169724
2022-07-06,balanced_fixed,balanced,fixed,0.0041493164181087838,0,0.001,0,0.0041493164181087838,1.0444118302462047,1.0392998462061498,0.0049229724197169724
2022-07-07,balanced_fixed,balanced,fixed,0.0090928983012199538,0,0.001,0,0.0090928983012199538,1.0539085608032244,1.0487500940121759,0.0049229724197169724
2022-07-08,balanced_fixed,balanced,fixed,-0.0022065098986847609,0,0.001,0,-0.0022065098986847609,1.0515831011315036,1.0464360165484914,0.0049229724197169724
2022-07-11,balanced_fixed,balanced,fixed,-0.010459457718599352,0,0.001,0,-0.010459457718599352,1.0405841121476249,1.035490863278183,0.0049229724197169724
2022-07-12,balanced_fixed,balanced,fixed,-0.0085411882243078274,0,0.001,0,-0.0085411882243078274,1.0316962873825477,1.0266465409103731,0.0049229724197169724
2022-07-13,balanced_fixed,balanced,fixed,0.0065650417625628954,0,0.001,0,0.0065650417625628954,1.0384694165954953,1.0333865183268405,0.0049229724197169724
2022-07-14,balanced_fixed,balanced,fixed,0.0039707195522586947,0,0.001,0,0.0039707195522586947,1.0425928874123938,1.0374898063802014,0.0049229724197169724
2022-07-15,balanced_fixed,balanced,fixed,0.011580983978499049,0,0.001,0,0.011580983978499049,1.0546671389376137,1.0495049592057466,0.0049229724197169724
2022-07-18,balanced_fixed,balanced,fixed,0.0086264978167760464,0,0.001,0,0.0086264978167760464,1.0637652227090844,1.0585585114450307,0.0049229724197169724
2022-07-19,balanced_fixed,balanced,fixed,0.014824874049172321,0,0.001,0,0.014824874049172321,1.0795354081536364,1.0742515080508825,0.0049229724197169724
2022-07-20,balanced_fixed,balanced,fixed,-0.0082030551551816044,0,0.001,0,-0.0082030551551816044,1.0706799196585806,1.0654393636798041,0.0049229724197169724
2022-07-21,balanced_fixed,balanced,fixed,0.0069249200033170144,0,0.001,0,0.0069249200033170144,1.0780942924513741,1.0728174460416717,0.0049229724197169724
2022-07-22,balanced_fixed,balanced,fixed,-0.0041904083854243934,0,0.001,0,-0.0041904083854243934,1.0735766370880078,1.068321902819749,0.0049229724197169724
2022-07-25,balanced_fixed,balanced,fixed,-0.012972910578124441,0,0.001,0,-0.012972910578124441,1.0596492233763015,1.0544626583058168,0.0049229724197169724
2022-07-26,balanced_fixed,balanced,fixed,-0.002375735424237968,0,0.001,0,-0.002375735424237968,1.0571317771790603,1.0519575340149434,0.0049229724197169724
2022-07-27,balanced_fixed,balanced,fixed,0.017815880608535783,0,0.001,0,0.017815880608535783,1.0759655107087716,1.0706990838462034,0.0049229724197169724
2022-07-28,balanced_fixed,balanced,fixed,0.014009752702705436,0,0.001,0,0.014009752702705436,1.0910395214304416,1.085699313229902,0.0049229724197169724
2022-07-29,balanced_fixed,balanced,fixed,0.0024059377911180846,0,0.001,0,0.0024059377911180846,1.0936644946466545,1.0883114382373928,0.0049229724197169724
2022-08-01,balanced_fixed,balanced,fixed,-0.0043600157590374389,0.056235467946509902,0.001,5.6235467946509903e-05,-0.0044162512269839485,1.0888961002148954,1.0835051815129362,0.0049792078876634829
2022-08-02,balanced_fixed,balanced,fixed,-0.009059283880976432,0,0.001,0,-0.009059283880976432,1.0790314813261606,1.0736894004871016,0.0049792078876634829
2022-08-03,balanced_fixed,balanced,fixed,0.01237262231770031,0,0.001,0,0.01237262231770031,1.0923819303135178,1.0869737539258466,0.0049792078876634829
2022-08-04,balanced_fixed,balanced,fixed,-0.0039384676110048034,0,0.001,0,-0.0039384676110048034,1.0880796194621312,1.0826927430019972,0.0049792078876634829
2022-08-05,balanced_fixed,balanced,fixed,0.0024567603895508938,0,0.001,0,0.0024567603895508938,1.0907527703719033,1.0853526596470588,0.0049792078876634829
2022-08-08,balanced_fixed,balanced,fixed,0.0077042252634547115,0,0.001,0,0.0077042252634547115,1.0991561754215857,1.0937144610272695,0.0049792078876634829
2022-08-09,balanced_fixed,balanced,fixed,-0.005894949236946001,0,0.001,0,-0.005894949236946001,1.0926767055639999,1.0872670697998001,0.0049792078876634829
2022-08-10,balanced_fixed,balanced,fixed,0.018742187570179425,0,0.001,0,0.018742187570179425,1.1131558573332461,1.1076448331608673,0.0049792078876634829
2022-08-11,balanced_fixed,balanced,fixed,-0.0018985061148212301,0,0.001,0,-0.0018985061148212301,1.1110425241313497,1.1055419626720613,0.0049792078876634829
2022-08-12,balanced_fixed,balanced,fixed,0.014474952639057515,0,0.001,0,0.014474952639057515,1.1271248120481299,1.1215446302222301,0.0049792078876634829
2022-08-15,balanced_fixed,balanced,fixed,0.0091663359325995231,0,0.001,0,0.0091663359325995231,1.1374564167133312,1.1318250850662501,0.0049792078876634829
2022-08-16,balanced_fixed,balanced,fixed,0.0083160239185193774,0,0.001,0,0.0083160239185193774,1.1469155314809927,1.1412373695452414,0.0049792078876634829
2022-08-17,balanced_fixed,balanced,fixed,-0.0076296349484610282,0,0.001,0,-0.0076296349484610282,1.1381649846590725,1.1325301450260692,0.0049792078876634829
2022-08-18,balanced_fixed,balanced,fixed,-0.0054116441685300165,0,0.001,0,-0.0054116441685300165,1.1320056407570172,1.1264012948710544,0.0049792078876634829
2022-08-19,balanced_fixed,balanced,fixed,-0.02202322124237277,0,0.001,0,-0.02202322124237277,1.1070752300830113,1.1015943099464141,0.0049792078876634829
2022-08-22,balanced_fixed,balanced,fixed,-0.012777050683813962,0,0.001,0,-0.012777050683813962,1.0929300737574457,1.0875191836152276,0.0049792078876634829
2022-08-23,balanced_fixed,balanced,fixed,-0.0028315817944434274,0,0.001,0,-0.0028315817944434274,1.0898353528579943,1.0844397840937947,0.0049792078876634829
2022-08-24,balanced_fixed,balanced,fixed,-0.0010102481371984107,0,0.001,0,-0.0010102481371984107,1.0887343487229164,1.08334423082201,0.0049792078876634829
2022-08-25,balanced_fixed,balanced,fixed,0.0076227231767449499,0,0.001,0,0.0076227231767449499,1.0970334692762449,1.09160226399869,0.0049792078876634829
2022-08-26,balanced_fixed,balanced,fixed,-0.022674114823563629,0,0.001,0,-0.022674114823563629,1.072159206428583,1.0668511489231216,0.0049792078876634829
2022-08-29,balanced_fixed,balanced,fixed,0.0037754061263197691,0,0.001,0,0.0037754061263197691,1.0762070428649235,1.0708789452866372,0.0049792078876634829
2022-08-30,balanced_fixed,balanced,fixed,-0.0090526531006119848,0,0.001,0,-0.0090526531006119848,1.0664645138414319,1.0611846496822079,0.0049792078876634829
2022-08-31,balanced_fixed,balanced,fixed,-0.00036902619254364222,0,0.001,0,-0.00036902619254364222,1.0660709605024061,1.0607930447513501,0.0049792078876634829
2022-09-01,balanced_fixed,balanced,fixed,0.01242565379812044,0.15218476755236801,0.001,0.00015218476755236802,0.012273469030568071,1.0793175891818387,1.0738126553339478,0.0051313926552158506
2022-09-02,balanced_fixed,balanced,fixed,-0.0096737474719723604,0,0.001,0,-0.0096737474719723604,1.0688765433820355,1.063424862874039,0.0051313926552158506
2022-09-06,balanced_fixed,balanced,fixed,-0.010422310322678041,0,0.001,0,-0.010422310322678041,1.0577363803502766,1.0523415189483145,0.0051313926552158506
